,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,256,257,258,259,260,261,262,263,264,265,266,267,268,269,270,271,272,273,274,275,276,277,278,279,280,281,282,283,284,285,286,287,288,289,290,291,292,293,294,295,296,297,298,299,300,301,302,303,304,305,306,307,308,309,310,311,312,313,314,315,316,317,318,319,320,321,322,323,324,325,326,327,328,329,330,331,332,333,334,335,336,337,338,339,340,341,342,343,344,345,346,347,348,349,350,351,352,353,354,355,356,357,358,359,360,361,362,363,364,365,366,367,368,369,370,371,372,373,374,375,376,377,378,379,380,381,382,383,384,385,386,387,388,389,390,391,392,393,394,395,396,397,398,399,400,401,402,403,404,405,406,407,408,409,410,411,412,413,414,415,416,417,418
10,compléter,modalités,attribution,enveloppe,millions,euros,susvisée,précisées,décret,application,tarification,financement,saad,répondent,enjeu,démographique,actuel,personnes,souhaitent,majoritairement,rester,domicile,contexte,décret,mai,prévu,article,lfss,venu,poser,bases,préfiguration,nouveau,modèle,financement,saad,visait,fixer,critères,sélection,attribution,enveloppe,millions,année,octroyée,cnsa,conserve,principes,financement,tarification,existent,préfigure,réforme,ampleur,impose,saad,conclure,contrat,pluriannuel,objectifs,moyens,cpom,opère,différence,attribution,crédits,saad,habilités,saad,habilités,institue,inégalité,charge,bénéficiaires,fédérations,engagé,recours,contentieux,contre,texte,réglementaire,vise,faire,préciser,décret,nouvelles,modalités,attribution,enveloppe,millions,allouée,domicile,année,prises,concertation,acteurs,caisse,nationale,solidarité,autonomie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,substituer,mots,prestataire,défini,mots,défini,publics,fragiles,visés,article,recours,types,intervention,savoir,emploi,direct,particulier,employeur,service,mandataire,mode,omet,mode,intervention,vise,intégrer,ensemble,modes,intervention,domicile,simplifier,vie,personnes,perte,autonomie,handicap,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,substituer,date,janvier,date,septembre,nouveau,aidant,faire,analyse,approfondie,juger,efficience,articulation,congés,niveaux,indemnisation,projet,remise,janvier,voulons,efficace,pertinent,faut,puisse,rendu,nouveau,projet,financement,sécurité,sociale,réaliser,ajustements,budgétaires,législateurs,nécessaire,avancer,date,mois,septembre,année,précédente,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,titre,vi,livre,code,sécurité,sociale,modifié,article,complété,parune,rédigée,comité,action,maîtrise,médicalisée,assurer,respect,objectif,article,maladie,insérés,mots,actions,maîtrise,médicalisée,comité,économique,produits,santé,ceps,pilier,régulation,produits,santé,disposer,entièreté,éléments,permettent,pilotage,dépenses,travail,couvrir,intégralité,liste,produits,prescriptions,lpp,incluant,produits,liste,sus,travaux,inscrivent,approche,conventionnelle,négociation,parties,prenantes,contrairement,mécanisme,clause,sauvegarde,proposée,article,projet,rénovation,prochaine,dispositifs,médicaux,caduc,permettre,structurer,vie,conventionnelle,donnant,davantage,transparence,fonctionnement,système,permettant,introduction,nouveaux,mécanismes,complémentaires,régulation,structurels,innovants,basés,approche,maîtrise,médicalisée,pertinence,soins,objectifs,atteindre,nouvel,inscrire,clairement,alignement,orientations,fortes,portées,président,république,cadre,réforme,santé,objectifs,pourront,remplis,donner,explicitement,ceps,mission,générer,économies,structurelles,reposant,maitrise,médicalisée,dépenses,travers,négociations,fabricants,prestataires,services,domicile,lien,étroit,doter,formellement,ceps,compétence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,substituer,alinéas,article,code,sécurité,sociale,modifié,supprimé,b,seconde,ii,supprimée,vise,entreprendre,suppression,moyen,gestion,financement,système,hospitalier,réforme,semblait,fructueuse,mise,place,cadre,plan,hôpital,constaté,favoriserait,réalisation,actes,techniques,patients,passant,temps,hôpital,réforme,course,rentabilité,installée,sein,établissements,personnel,hospitalier,souhaite,suppression,nouvelle,forme,gestion,financement,hôpitaux,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,rédiger,article,code,sécurité,sociale,supprimés,modifications,entreprises,sein,code,sécurité,sociale,faites,unique,but,tendre,meilleure,qualité,soins,psychiatrie,modifier,mode,gestion,établissements,tarification,activité,travers,nouveau,projet,finance,sécurité,sociale,gouvernement,souhaite,entreprendre,amélioration,qualité,efficience,soins,corrélant,justement,dispositif,financement,évaluation,qualité,texte,temps,supprimer,notion,référence,tarification,activité,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,article,code,sécurité,sociale,perte,recettes,sécurité,sociale,compensée,due,concurrence,majoration,droits,mentionnés,articles,code,général,impôtsla,financement,sécurité,sociale,harmonisé,taux,cotisations,maladie,maternité,décès,professionnels,indépendants,ramenant,taux,cotisations,professionnels,santé,libéraux,affiliés,régime,praticiens,auxiliaires,médicaux,conventionnés,pamc,hauteur,taux,appliqué,rsi,lffs,introduit,taxe,additionnelle,applicable,revenus,tirés,activité,conventionnée,dépassements,honoraires,seuls,professionnels,santé,affiliés,régime,praticiens,auxiliaires,médicaux,taxe,additionnelle,constitue,véritable,iniquité,professionnels,santé,libéraux,affiliés,régime,pamc,professionnels,santé,libéraux,affiliés,exonérés,taxe,devait,sanctionner,dépassements,honoraires,abusifs,applique,réalité,revenus,tirés,activités,liées,soins,prothèses,dentaires,indemnités,maître,stage,formation,continue,obligatoire,suppression,taxe,additionnelle,viserait,mettre,terme,discrimination,professionnels,santé,libéraux,régime,affiliation,répondrait,politique,gouvernementale,harmonisation,cotisations,revenus,activité,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,substituer,alinéas,assurer,libre,choix,usager,respecté,garantir,choix,dispositif,médical,neuf,dispositif,médical,remise,état,imposé,motifs,budgétaires,conformément,article,février,égalité,droits,chances,participation,citoyenneté,personnes,handicapées,respect,libre,choix,personnes,pourtant,textes,législatifs,réglementaires,application,remis,question,instructions,demandes,prestations,compensation,mdph,assurer,imposé,choix,dispositif,médical,remise,état,choix,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,substituer,mots,remplacer,terme,renforcer,obligation,garantie,obligation,remise,bon,état,usage,dispositifs,médicaux,fauteuils,roulants,visés,dispositions,utilisés,personnes,particulièrement,fragiles,handicap,avancée,âge,souffrant,maladies,chroniques,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,substituer,conséquence,compléter,mots,origine,pièces,détachées,utilisées,réparations,neuves,compatibles,périodes,garantie,garanties,sécurité,sécurité,sanitaire,faire,particulière,vigilance,lorsqu,agit,handicap,avancée,âge,fragilité,éléments,information,relatifs,traçabilité,matériels,opérations,réparation,maintenance,origine,pièces,détachées,recensées,disponibles,sécuriser,parcours,dispositifs,médicaux,identifier,responsabilités,cas,accident,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,section,chapitre,iii,titre,ier,livre,ii,code,action,sociale,famille,modifiée,b,article,inséré,rédigé,activité,établissement,cas,appréciée,exclusivement,regard,taux,occupation,structure,fonctionne,accueil,temporaire,article,complété,mots,activité,établissement,service,pouvant,cas,appréciée,exclusivement,regard,taux,occupation,objectif,annoncé,ici,encadrer,financement,offre,belge,renforçant,efforts,trouver,solutions,familles,territoire,national,finalement,organise,transfert,financement,cnsa,établissements,étranger,accueillant,adultes,handicapés,réglementation,vigueur,offre,possibilité,financeurs,apprécier,activité,moyens,indicateurs,terrain,indicateur,préférentiel,utilisé,taux,occupation,considération,spécificités,objectif,permettre,évaluation,activité,établissement,service,prendre,uniquement,critère,taux,occupation,organisation,offre,jugée,efficacement,contrôle,critères,qualité,efficience,soin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,supprimer,alinéas,conséquence,rédiger,article,inséré,article,rédigé,iii,conséquence,supprimer,alinéas,mise,place,mécanisme,référencement,dispositifs,médicaux,ville,pose,questions,plupart,demeurent,stade,instauration,référencement,risque,réduire,drastiquement,choix,produits,potentiellement,parfaite,adéquation,besoin,compensation,handicap,adapté,usager,pays,européens,recourent,démarche,référencement,démontre,ailleurs,très,bien,puisqu,total,référencement,oriente,produits,basiques,accessibles,france,soulignait,ailleurs,cnsa,publié,référencement,conduit,diminution,sensible,offre,choix,patient,accessibilité,produits,innovants,sophistiqués,produits,participant,amélioration,conditions,compensation,handicap,confort,vie,procédure,référencement,risque,conséquence,priver,français,accès,innovation,conduire,nivellement,qualité,diversité,produits,récemment,rédigé,igas,régulation,dispositifs,médicaux,inspection,affaires,sociales,expressément,mentionné,souhaitable,raisons,raison,risques,juridiques,difficultés,opérationnelles,incertitude,gains,économiques,associés,notait,déjà,igas,disposition,interroge,droit,concurrence,nécessite,raison,avis,préalable,autorité,rappellerons,nomenclature,dispositifs,médicaux,visés,fauteuils,roulants,suppression,disposition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,supprimer,alinéas,régime,substitution,initié,disposition,prête,confusion,laisse,entendre,droits,allocation,adultes,handicapés,aah,prendraient,fin,automatiquement,cumul,aah,pourtant,garanties,législatives,existent,éviter,ruptures,droits,aah,retraite,cas,article,code,sécurité,sociale,prévoit,bénéficiaires,aah,continuent,percevoir,allocation,perception,effective,avantage,vieillesse,disposition,présentée,irait,encontre,objectif,recherché,agirait,établir,lien,systématique,caisse,allocations,familiales,caisse,retraite,maintenir,niveau,information,permanent,usagers,regard,cotisations,versement,aah,automatiquement,démarche,part,derniers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,gouvernement,présente,parlement,tard,décembre,état,efficacité,mode,financement,tarification,activité,sein,établissements,hospitaliers,publics,privés,état,financière,établissements,avantages,inconvénients,systèmes,crise,urgences,permis,mettre,lumière,critique,système,santé,réelle,bien,trop,années,personnel,hospitalier,attend,mesures,fortes,travail,fond,financement,mode,gestion,établissements,tarification,activité,montré,effets,bénéfiques,temps,abandonnée,faut,envisager,nouveau,mode,financement,revenir,dotation,globale,créer,système,avèrerait,néfaste,actuel,gouvernement,prise,décision,sujet,remettra,parlement,établissant,avantages,inconvénients,systèmes,pistes,envisagées,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,compléter,gouvernement,remet,parlement,échéance,période,expérimentation,évaluation,portant,effets,contemporanéité,crédit,impôt,mentionné,article,sexdecies,code,général,impôts,participation,financière,bénéficiaires,prestations,mentionnées,articles,code,action,sociale,familles,part,coûts,induits,application,ii,article,prestataires,définis,article,code,travail,participant,expérimentation,part,louable,expérimenter,dispositifs,permettant,décalage,moment,dépense,réalisée,aides,perçues,personnes,recourant,services,domicile,vulnérables,nécessaire,mesurer,éventuels,effets,induits,négatifs,mesures,saad,facturent,prix,participation,financière,légale,prévue,apa,pch,convient,mesurer,expérimentation,prix,services,conséquence,ailleurs,expérimentation,prévoit,contemporanéité,apa,pch,organisé,centres,cesu,or,ores,déjà,conseils,départementaux,verser,mécanisme,tiers,payant,prises,charge,saad,limitant,avance,trésorerie,bénéficiaires,convient,vérifier,expérimentation,introduisant,nouvel,acteur,engendre,surcoût,personnes,services,prestataires,complexité,supplémentaire,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,supprimer,article,prévoit,mettre,place,clause,sauvegarde,dispositifs,médicaux,innovants,pris,charge,sus,budgets,hôpitaux,liste,sus,mise,place,mécanisme,logique,exclusivement,comptable,oppose,capacité,répondre,problématiques,accès,qualité,pertinence,soins,pourtant,portée,santé,convient,préférer,approche,repose,davantage,capacité,ceps,accord,cadre,dispositifs,médicaux,générer,économies,basées,maîtrise,mécanismes,existants,permettent,toutefois,préserver,approche,conventionnelle,négociation,parties,prenantes,clause,sauvegarde,constitue,approche,purement,mécanique,comptable,opposition,vrais,enjeux,santé,volonté,gouvernementale,réformer,financement,dépenses,santé,basé,qualité,pertinence,outil,réguler,part,injustifié,dépenses,liées,dispositifs,médicaux,déjà,soumises,mécanismes,sécurisés,maîtrise,régulation,financière,baisses,prix,récurrentes,accord,donnant,lieu,traduisent,dernières,années,baisse,régulière,dépenses,périmètre,source,atih,clause,sauvegarde,ailleurs,totalement,inadaptée,dm,existe,forte,hétérogénéité,produits,liste,sus,mécanisme,proposé,réponse,globale,incapable,assurer,finesse,régulation,pourtant,indispensable,tient,absolument,modèle,propre,dispositif,médical,cumule,petites,séries,fabrication,très,référencements,produits,comparaison,pharmaceutique,clause,sauvegarde,liste,sus,constitue,menace,écosystème,entreprises,innovantes,entreprises,françaises,déjà,limitées,capacité,générer,gains,productivité,faire,face,défi,colossal,mise,place,nouveau,règlement,mécanisme,injuste,pose,principe,contributions,financières,entreprises,maîtrisent,activité,médicale,organisation,soins,hôpital,utilisation,produits,entièrement,corrélée,besoins,médicaux,entreprises,prise,réduire,dépense,dispositifs,implantables,demeurant,leviers,efficience,soins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,supprimer,alinéas,chapitre,introduit,dispositions,lien,mise,place,procédure,référencement,produits,part,dispositions,visant,favoriser,développement,dispositifs,médicaux,reconditionnés,suppression,intervient,cohérence,suppression,chapitre,b,article,chapitre,e,précise,conditions,obligations,introduites,cahier,charges,appel,offres,prévoit,sanctions,associées,déjà,indiqué,procédure,référencement,risque,priver,français,accès,innovation,conduire,nivellement,qualité,diversité,produits,chapitre,subordonne,prise,charge,dispositifs,pouvant,remis,état,utilisation,mise,place,consigne,charge,disposition,instaure,facto,système,santé,vitesses,conduit,rupture,égalité,accès,dispositifs,disposition,prévoit,remboursement,assurance,maladie,subordonnée,consigne,charge,patients,dernière,pouvant,bénéficier,cas,prise,charge,sécurité,créer,rupture,égalité,usagers,moyens,pourront,acquérir,dispositif,neuf,verser,montant,consigne,récupérer,pouvant,assumer,versement,consigne,verront,contraints,orienter,dispositif,reconditionné,disposition,contrevient,ailleurs,article,février,handicap,participer,élaboration,plan,compensation,handicap,besoin,aspirations,instaurant,contrainte,financière,dernier,saurait,totalement,libre,choix,ailleurs,patients,utilise,fauteuil,roulant,fin,vie,produit,imposer,consigne,collecte,recyclage,produits,prévue,filière,responsabilité,élargie,producteurs,dea,deee,vise,supprimer,disposition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,supprimer,alinéas,chapitre,prévoit,dispositifs,médicaux,puissent,remis,bon,état,usage,prise,charge,assurance,vertueuse,puisse,apparaitre,dernière,apparait,prématurée,analyse,préalable,impact,sanitaire,social,économique,induit,ailleurs,porteuse,risque,personnes,regard,destination,auprès,personnes,handicapées,perte,autonomie,sécurité,sanitaire,personnes,confort,impérativement,garantis,conditions,dispositifs,vendus,neufs,manière,traçabilité,intégrité,produits,globalement,matériovigilance,pouvoir,durcissement,législation,vigueur,matière,sécurité,dispositifs,médicaux,entrer,vigueur,règlement,européen,dispositifs,médicaux,mai,contraint,fois,garanties,traçabilité,sécurité,conditions,spécifiques,marquage,essentiels,garantir,sécurité,personnes,texte,législatif,proposé,renvoie,soin,cadre,réglementaire,poser,règles,impératives,sécurité,convient,prudent,risque,retrouver,années,recrudescence,signalement,existe,risque,moindre,adaptation,dispositif,besoin,confort,patientil,faut,rappeler,apparait,difficile,imaginer,fauteuil,roulant,jour,concerner,dispositif,reconditionné,puisse,répondre,intégralement,besoins,patient,confort,adéquation,handicap,propre,environnement,enquête,cnsa,relevait,utilisateurs,bien,priori,positif,lien,valeurs,citoyennes,écologiques,souhaitent,garanties,performances,fiabilité,aides,techniques,hygiène,qualités,attente,concertation,sujet,ensemble,acteurs,chaine,permettant,faire,état,lieux,existant,explorer,mesures,conviendrait,prendre,pallier,ensemble,risques,vise,supprimer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
