texteLegislatifUid,uid,dispositif,exposeSommaire
PRJLANR5L15B2296,AMANR5L15PO420120B2296P0D1N000066,I. – L’article L. 646-3 du code de sécurité sociale est abrogé.II. – La perte des recettes pour les organismes de sécurité sociale est compensée à due concurrence par la majoration des droits mentionnés aux articles 575 et 575A du code général des impôts,"La loi de financement de la sécurité sociale pour 2016, dans son article 52, a harmonisé le taux des cotisations maladie, maternité et décès des professionnels indépendants, ramenant le taux de cotisations des professionnels de santé libéraux affiliés au régime des praticiens et auxiliaires médicaux conventionnés (PAMC), alors de 9,81 %, à hauteur du taux appliqué au RSI, soit 6,5 %.Ce même article 52 de la LFFS 2016 a également introduit une taxe additionnelle de 3,25 % applicable aux revenus tirés d’une activité non conventionnée ou des dépassements d’honoraires pour les seuls professionnels de santé affiliés au régime PAMC (article L646‑3 du code de sécurité sociale).Cette taxe additionnelle constitue une véritable iniquité entre les professionnels de santé libéraux affiliés au régime PAMC et les professionnels de santé libéraux affiliés au RSI qui en sont exonérés.La suppression de cette taxe additionnelle vise à mettre un terme à cette discrimination entre professionnels de santé libéraux selon leur régime d’affiliation et répond à la politique gouvernementale d’harmonisation des cotisations sur les revenus d’activité"
PRJLANR5L15B2296,AMANR5L15PO420120B2296P0D1N000069,I. – L’article L. 646-3 du code de sécurité sociale est abrogé.II. – La perte des recettes pour les organismes de sécurité sociale est compensée à due concurrence par la majoration des droits mentionnés aux articles 575 et 575A du code général des impôts,"La loi de financement de la sécurité sociale pour 2016, dans son article 52, a harmonisé le taux des cotisations maladie, maternité et décès des professionnels indépendants, ramenant le taux de cotisations des professionnels de santé libéraux affiliés au régime des praticiens et auxiliaires médicaux conventionnés (PAMC), alors de 9,81%, à hauteur du taux appliqué au RSI, soit 6,5%.Ce même article 52 de la LFFS 2016 a également introduit une taxe additionnelle de 3,25% applicable aux revenus tirés d’une activité non conventionnée ou des dépassements d’honoraires pour les seuls professionnels de santé affiliés au régime PAMC (article L646-3 du code de sécurité sociale).Cette taxe additionnelle constitue une véritable iniquité entre les professionnels de santé libéraux affiliés au régime PAMC et les professionnels de santé libéraux affiliés au RSI qui en sont exonérés.La suppression de cette taxe additionnelle vise à mettre un terme à cette discrimination entre professionnels de santé libéraux selon leur régime d’affiliation et répond à la politique gouvernementale d’harmonisation des cotisations sur les revenus d’activité"
PRJLANR5L15B2296,AMANR5L15PO420120B2296P0D1N000074,"I. – Après l’article L. 241‑17 du code de la sécurité sociale, il est inséré un article L. 241‑17‑1 ainsi rédigé :« Art. L. 241‑17‑1. – I. – Toute heure supplémentaire effectuée par les salariés mentionnés au I de l’article L. 241‑17, lorsqu’elle entre dans le champ d’application de l’article 81 quater du code général des impôts, ouvre droit à une déduction forfaitaire des cotisations patronales à hauteur d’un montant fixé par décret. Ce montant peut être majoré dans les entreprises employant au plus vingt salariés.« II. – Une déduction forfaitaire égale à sept fois le montant défini au I est également applicable pour chaque jour de repos auquel renonce un salarié dans les conditions prévues par le second alinéa du 1 du I de l’article 81 quater du code général des impôts.« III. – Le montant mentionné aux I et II est cumulable avec les autres dispositifs d’exonérations de cotisations patronales de sécurité sociale dans la limite des cotisations patronales de sécurité sociale, ainsi que des contributions patronales recouvrées suivant les mêmes règles, restant dues par l’employeur, et, pour le reliquat éventuel, dans la limite des cotisations salariales de sécurité sociale précomptées, au titre de l’ensemble de la rémunération du salarié concerné.« Il est déduit des sommes devant être versées par les employeurs aux organismes de recouvrement mentionnés aux articles L. 213‑1 du code de la sécurité sociale et L. 725‑3 du code rural.« Le bénéfice des déductions mentionnées aux I et II est subordonné au respect de la condition prévue au V de l’article L. 241‑17 du code de la sécurité sociale.« Le bénéfice de la majoration mentionnée au I est subordonné au respect des dispositions du règlement (CE) n° 1998/2006 de la Commission du 15 décembre 2006 concernant l’application des articles 87 et 88 du traité aux aides de minimis. »II. – La perte de recettes pour les organismes de sécurité sociale est compensée à due concurrence par la majoration des droits mentionnés aux articles 575 et 575 A du code général des impôts.",Il convient d'aller plus loin dans la défiscalisation des heures supplémentaires en défiscalisant également la part patronale des cotisations sociales comme ce fut le cas à l'occasion de la loi TEPA de 2007. Cette mesure permettra de renforcer le pouvoir d'achat des salariés et le dynamisme des entreprises. Cet encouragement fiscal est bienvenu dans le contexte de ralentissement économique que nous connaissons actuellement et permettra de soutenir l'activité économique alors que les nuages s’amoncellent au niveau de la conjoncture économique.
PRJLANR5L15B2296,AMANR5L15PO420120B2296P0D1N000083,"I. – Après l’article L. 241‑17 du code de la sécurité sociale, il est inséré un article L. 241‑17‑1 ainsi rédigé :« Art. L. 241‑17‑1. – I. – Toute heure supplémentaire effectuée par les salariés mentionnés au I de l’article L. 241‑17, lorsqu’elle entre dans le champ d’application de l’article 81 quater du code général des impôts, ouvre droit à une déduction forfaitaire des cotisations patronales à hauteur d’un montant fixé par décret. Ce montant peut être majoré dans les entreprises employant au plus vingt salariés.« II. – Une déduction forfaitaire égale à sept fois le montant défini au I est également applicable pour chaque jour de repos auquel renonce un salarié dans les conditions prévues par le second alinéa du 1 du I de l’article 81 quater du code général des impôts.« III. – Le montant mentionné aux I et II est cumulable avec les autres dispositifs d’exonérations de cotisations patronales de sécurité sociale dans la limite des cotisations patronales de sécurité sociale, ainsi que des contributions patronales recouvrées suivant les mêmes règles, restant dues par l’employeur, et, pour le reliquat éventuel, dans la limite des cotisations salariales de sécurité sociale précomptées, au titre de l’ensemble de la rémunération du salarié concerné.« Il est déduit des sommes devant être versées par les employeurs aux organismes de recouvrement mentionnés aux articles L. 213‑1 du code de la sécurité sociale et L. 725‑3 du code rural.« Le bénéfice des déductions mentionnées aux I et II est subordonné au respect de la condition prévue au V de l’article L. 241‑17 du code de la sécurité sociale.« Le bénéfice de la majoration mentionnée au I est subordonné au respect des dispositions du règlement (CE) n° 1998/2006 de la Commission du 15 décembre 2006 concernant l’application des articles 87 et 88 du traité aux aides de minimis. »II. – La perte de recettes pour les organismes de sécurité sociale est compensée à due concurrence par la majoration des droits mentionnés aux articles 575 et 575 A du code général des impôts.",Il convient d’aller plus loin dans la défiscalisation des heures supplémentaires en défiscalisant également la part patronale des cotisations sociales comme ce fut le cas à l’occasion de la loi TEPA de 2007. Cette mesure permettra de renforcer le pouvoir d’achat des salariés et le dynamisme des entreprises. Cet encouragement fiscal est bienvenu dans le contexte de ralentissement économique que nous connaissons actuellement et permettra de soutenir l’activité économique alors que les nuages s’amoncellent au niveau de la conjoncture économique.
PRJLANR5L15B2296,AMANR5L15PO420120B2296P0D1N000095,"La section III du chapitre II du titre III de la deuxième partie du livre premier du code général des impôts est complétée par un article 1613 ter A ainsi rédigé :« Art. 1613 bis A. – Il est institué au profit de la caisse nationale de l’assurance maladie des travailleurs salariés une contribution perçue sur les produits de charcuterie (andouilles, andouillettes, boudins blancs et noirs, charcuteries pâtissières, jambons, lardons, pâtés, terrines, rillettes, saucisses, saucissons, tripes) destinés à la consommation humaine :« 1° Relevant des codes SH16010099 et SH 16024190 de la nomenclature douanière ; « 2° Contenant des additifs nitrés (nitrite, nitrate et/ou sel nitrité) ;« 3° Conditionnées dans des récipients destinés à la vente au détail, soit directement, soit par l’intermédiaire d’un professionnel.« II. – Le taux de la contribution est fixé à 0.10 centimes d’euros par kilogramme. Ce tarif est relevé au 1er janvier de chaque année à compter du 1er janvier 2021, dans une proportion égale au taux de croissance de l’indice des prix à la consommation hors tabac de l’avant-dernière année. Il est exprimé avec deux chiffres significatifs après la virgule, le deuxième chiffre étant augmenté d’une unité si le chiffre suivant est égal ou supérieur à cinq. Il est constaté par arrêté du ministre chargé du budget, publié au Journal officiel.III. – 1° La contribution est due à raison des produits de charcuterie mentionnés au I par leurs fabricants établis en France, leurs importateurs et les personnes qui en réalisent en France des acquisitions intracommunautaires, sur toutes les quantités livrées à titre onéreux ou gratuit ;« 2° Sont également redevables de la contribution les personnes qui, dans le cadre de leur activité commerciale, fournissent à titre onéreux ou gratuit à leurs clients des produits de charcuterie en l’état mentionnées au I, dont elles ont préalablement assemblé les différents composants présentés dans des récipients non destinés à la vente au détail.« IV. – Les expéditions vers un autre État membre de l’Union européenne ou un autre État partie à l’accord sur l’Espace économique européen ainsi que les exportations vers un pays tiers sont exonérées de la contribution lorsqu’elles sont réalisées directement par les personnes mentionnées au 1° du III.« Les personnes qui acquièrent auprès d’un redevable de la contribution, qui reçoivent en provenance d’un autre État membre de l’Union européenne ou d’un autre État partie à l’accord sur l’Espace économique européen, ou qui importent en provenance de pays tiers des produits mentionnés au I qu’elles destinent à une livraison vers un autre État membre de l’Union européenne ou un autre État partie à l’accord sur l’Espace économique européen, ou à une exportation vers un pays tiers, acquièrent, reçoivent ou importent ces produits en franchise de la contribution.« Pour bénéficier des dispositions du précédent alinéa, les intéressés doivent adresser au fournisseur, lorsqu’il est situé en France, et dans tous les cas au service des douanes dont ils dépendent, une attestation certifiant que les produits de charcuterie sont destinés à faire l’objet d’une livraison ou d’une exportation mentionnée au précédent alinéa. Cette attestation comporte l’engagement d’acquitter la contribution au cas où le produit ne recevrait pas la destination qui a motivé la franchise. Une copie de l’attestation est conservée à l’appui de la comptabilité des intéressés.« V. – La contribution mentionnée au I est acquittée auprès de l’administration des douanes. Elle est recouvrée et contrôlée selon les règles, sanctions, garanties et privilèges applicables au droit spécifique mentionné au II de l’article 520 A. Le droit de reprise de l’administration s’exerce dans les mêmes délais. »","La mesure proposée consiste à créer une contribution spécifique frappant les produits de charcuterie contenant des additifs nitrés. Cette contribution s’inscrit dans le cadre du plan national nutrition santé publique qui promeut une alimentation équilibrée comme composante essentielle de la santé publique.La charcuterie industrielle est en effet le seul produit alimentaire, avec le poisson salé à la mode cantonaise, classé comme agent cancérigène pour l’homme de niveau 1 par l’Organisation mondiale de la santé (OMS) depuis 2015.Le Centre international de recherche sur le cancer de l’OMS évalue que « chaque portion de 50 grammes de viande transformée consommée tous les jours augmente le risque de cancer colorectal de 18 % environ. »Le caractère cancérigène de la charcuterie tient à l’ajout d’additifs nitrés dans les produits de charcuterie (nitrates, nitrites, sel nitrité), alors que ces additifs ne sont pas nécessaires.Le montant de la contribution envisagée, qui s’élève à 0.10 centimes d’euros par kilogramme, vise, en augmentant le prix de ces produits, à dissuader le consommateur et à l’orienter vers des produits similaires mais exempts d’additifs nitrés.Les produits concernés par la contribution sont les produits de charcuterie dans leur ensemble (jambon, saucisson, pâté, rillette…), quel que soit leur circuit de distribution.Le produit de la contribution est affecté au régime général d’assurance maladie, sur lequel repose le financement des politiques de santé publique."
PRJLANR5L15B2296,AMANR5L15PO420120B2296P0D1N000096,"À la seconde phrase du premier alinéa du I de l’article L. 162‑16‑4 du code de la sécurité sociale, après la première occurrence du mot : « médicament », sont insérés les mots : « des investissements publics en recherche et développement biomédicale, ».","Les investissements réalisés par les industries, notamment en recherche et développement (R&amp;D) et en production, peuvent être pris en compte dans la définition du prix.Afin d’éviter que le contribuable ne « paye deux fois », une première à travers le financement public de la recherche et développement biomédicale et une deuxième dans un prix final élevé du médicament, remboursé par l’assurance maladie, il convient de prendre en compte, dans la définition du prix, les financements publics qui ont contribué à mettre au point un médicament.En effet, l’État contribue directement ou indirectement, très largement au développement des médicaments arrivant sur le marché : par le financement d’un système d’enseignement supérieur d’excellence formant les scientifiques et chercheurs d’une part, par l’octroi de subventions aux entreprises telles que le crédit d’impôt recherche (CIR) et le crédit d’impôt compétitivité emploi (CICE) ou le Crédit d’impôt sur la taxe et les salaires ( CITS) d’autre part, par l’investissement dans la recherche publique (le secteur public investissant surtout dans les aspects les plus risqués de la recherche, dont la recherche fondamentale appliquée dans sa phase initiale) et le partage des découvertes scientifiques enfin.Cet amendement vise à compléter les critères de détermination des prix."
PRJLANR5L15B2296,AMANR5L15PO420120B2296P0D1N000097,"I. – Au a de l’article L. 138‑2 du code de la sécurité sociale, le taux : « 1,75 % » est remplacé par le taux : « 1,3 % ».II. – La perte de recettes pour les organismes de sécurité sociale est compensée à due concurrence par la création d’une taxe additionnelle aux droits visés aux articles 575 et 575 A du code général des impôts.","Depuis plusieurs années le système de rémunération des entreprises de la répartition pharmaceutique n’est plus adapté à l’évolution du marché.La taxation spécifique imposée pénalise lourdement ce secteur d’activité où les marges unitaires sont faibles.Si conformément aux engagements de Madame la Ministre des solidarités et de la santé, des discussions ont été engagées avec le ministère afin de proposer un nouveau système de rémunération, elles n’ont pour autant pas encore abouties.Pour autant, il est urgent de prendre des mesures dès l’année 2020.Aussi, cet amendement propose de réduire à 1,3 % le taux de la contribution imposée."
PRJLANR5L15B2296,AMANR5L15PO420120B2296P0D1N000112,"L’article L. 241‑5 du code de la sécurité sociale est complété par deux alinéas ainsi rédigés :« Il est instauré un malus, fixé par voie réglementaire, sur les cotisations des employeurs dues au titre des accidents du travail et des maladies professionnelles pour les entreprises n’ayant pas pris les mesures nécessaires pour éliminer un risque avéré de maladie professionnelle.« La détermination de l’effort de l’employeur en matière de prévention et de lutte contre les maladies professionnelles se fait sur la base de critères définis par voie réglementaire à partir du bilan social de l’entreprise, défini aux articles L. 2312‑28 à L. 2312‑33 du code du travail. »","Sur proposition inscrite dans le rapport parlementaire n° 1181 « Maladies professionnelles dans l’industrie : mieux connaître, mieux reconnaître, mieux prévenir », reprise par M. Didier Migaud, président de la Cour des Comptes, lors de son audition par la Commission des Affaires sociales du 9 octobre 2018, il est prévu dans cet article de relever les taux de cotisations auprès de la branche AT-MP des entreprises présentant une sinistralité anormalement élevée. Cette tarification des risques professionnels permettrait de dégager des fonds pour la réparation, l’évaluation et la prévention des risques professionnels et participerait à la promotion de la santé au travail."
PRJLANR5L15B2296,AMANR5L15PO420120B2296P0D1N000113,"La première phrase du second alinéa de l’article L. 176‑2 du code de la sécurité sociale est complétée par les mots : « , ainsi que des pathologies psychiques liées au travail. »",Le présent amendement reprend une recommandation du rapport d’information parlementaire n° 4487 de février 2017 sur l’épuisement professionnel ou « burn out » à l’initiative des députés Yves Censi et Gérard Sebaoun.Il est ainsi proposé que la commission chargée d’apprécier la sous-déclaration des accidents du travail et des maladies professionnelles évalue également le coût des pathologies psychiques liées au travail actuellement supporté par l’assurance maladie.
PRJLANR5L15B2296,AMANR5L15PO420120B2296P0D1N000121,"L’article L. 162‑16‑4 du code de la sécurité sociale est ainsi modifié :1° Après le II, il est inséré un II bis ainsi rédigé :« II bis. – Le prix de vente doit être révisé à un niveau inférieur ou baissé, par convention ou, à défaut, par décision du Comité économique des produits de santé :« 1° En cas d’extension d’indication thérapeutique ayant un effet sur le nombre de patients ou le volume des ventes ;« 2° Au plus tard au bout de trois ans. Toutefois, le décret prévu au III peut porter ce délai jusqu’à cinq ans pour les médicaments répondant à des conditions spécifiques fixées au regard des critères mentionnés à la seconde phrase du premier alinéa du I. » ;2° Le III est complété par les mots : « et le nombre de patients ou volume des ventes donnant lieu à une révision de prix ».","Dans son rapport de septembre 2017 sur la sécurité sociale, la Cour des comptes recommande de renforcer le dispositif de révision des prix en France.En effet, si les critères de révision des prix des médicaments sont définis par la loi depuis la LFSS 2017, il n’existe pas d’obligation de révision des prix. La Cour des comptes recommande de les établir dans trois cas : à l’issue des cinq années de garantie de prix européen pour les médicaments les plus innovants ; au bout de trois ans pour les autres médicaments ; et en cas d’extension d’indications thérapeutiques d’un médicament.Cet amendement vise donc à déterminer légalement les conditions du déclenchement de la révision des prix dans ces trois cas."
PRJLANR5L15B2296,AMANR5L15PO420120B2296P0D1N000125,"Après l’article L. 4131‑6 du code de la santé publique, il est inséré un article L. 4131‑6-1 ainsi rédigé :« Art. L. 4131‑6-1. – Dans les zones mentionnées au 2° de l’article L. 1434‑4, le conventionnement d’un médecin libéral en application de l’article L. 162‑5 du code de la sécurité sociale ne peut intervenir qu’en concomitance avec la cessation d’activité libérale d’un médecin exerçant dans des conditions équivalentes dans la même zone. Un décret en Conseil d’État fixe les modalités d’application du présent article. »","La désertification médicale ne cesse de s’accroître sur le territoire et ce malgré l’existence de nombreuses mesures incitatives : aides à l’installation, développement de maisons pluriprofessionnelles de santé. Ces dispositifs, que le Gouvernement entend renforcer dans le cadre de son « plan d’accès aux soins » ont montré leurs limites.Afin de lutter efficacement contre les déserts médicaux, le présent amendement vise à étendre aux médecins libéraux un dispositif de régulation à l’installation qui existe déjà pour plusieurs autres professionnels de santé (pharmacies, infirmiers, masseurs-kinésithérapeutes, sages-femmes, chirurgiens-dentistes, orthophonistes).Il prévoit que, dans des zones définies par les ARS en concertation avec les syndicats médicaux dans lesquelles existent un fort excédent en matière d’offre de soins, un nouveau médecin libéral ne peut s’installer en étant conventionné à l’assurance maladie que lorsqu’un médecin libéral de la même zone cesse son activité. Le principe de la liberté d’installation demeure donc, mais le conventionnement n’est possible que de manière sélective pour les nouvelles installations.L’adoption d’un tel principe de conventionnement sélectif des médecins libéraux permettrait de compléter utilement les dispositifs d’incitation à l’installation dans les zones sous dotées réformées dans le présent projet de loi. En matière de lutte contre les déserts médicaux, il est en effet urgent de mobiliser l’ensemble des solutions possibles, en particulier lorsque celles-ci ont déjà fait leurs preuves pour d’autres professions de santé."
PRJLANR5L15B2296,AMANR5L15PO420120B2296P0D1N000126,"Dans un délai d’un an à compter de la publication de la présente loi, le Gouvernement remet au Parlement un rapport évaluant l’impact du projet de loi de financement de la sécurité sociale sur la qualité de vie au travail des personnels des établissements de santé.",L’objectif de cet amendement est d’évaluer l’impact du PLFSS sur la qualité de vie au travail des personnels des établissements de santé.
